Number_added,Name_orginial,Author,Reviews_count,User_rating,Price,Year,Genre,Title_upper,Series,Series_number,Author_upper,LastName_first_no_titlesDRJR,Audience,Adult_interest,Title_word_count,Author_count_all,Authors_last_three
83,Dog Man: A Tale of Two Kitties: From the Creator of Captain Underpants (Dog Man #3),Dav Pilkey,"4,786",4.9,$8.00,2017,Fiction,DOG MAN: A TALE OF TWO KITTIES: FROM THE CREATOR OF CAPTAIN UNDERPANTS,Dog Man,3,DAV PILKEY,"PILKEY, DAV",CH,Not_adult,13,7,7
350,The Book with No Pictures,B. J. Novak,"8,081",4.8,$8.00,2014,Fiction,THE BOOK WITH NO PICTURES,(blank),,B. J. NOVAK,"NOVAK, J. B.",CH,Not_adult,5,2,0
351,The Book with No Pictures,B. J. Novak,"8,081",4.8,$8.00,2015,Fiction,THE BOOK WITH NO PICTURES,(blank),,B. J. NOVAK,"NOVAK, J. B.",CH,Not_adult,5,2,0
198,Killing Kennedy: The End of Camelot,Bill O'Reilly,"8,634",4.6,$25.00,2012,Non Fiction,KILLING KENNEDY: THE END OF CAMELOT,Bill O'Reilly's Killing Series,,BILL O'REILLY,"O'REILLY, BILL",Adult,Adult,6,7,0
84,Dog Man: Brawl of the Wild: From the Creator of Captain Underpants (Dog Man #6),Dav Pilkey,"7,235",4.9,$4.00,2018,Fiction,DOG MAN: BRAWL OF THE WILD: FROM THE CREATOR OF CAPTAIN UNDERPANTS,Dog Man,6,DAV PILKEY,"PILKEY, DAV",CH,Not_adult,12,7,7
88,Dog Man: Lord of the Fleas: From the Creator of Captain Underpants (Dog Man #5),Dav Pilkey,"5,470",4.9,$6.00,2018,Fiction,DOG MAN: LORD OF THE FLEAS: FROM THE CREATOR OF CAPTAIN UNDERPANTS,Dog Man,5,DAV PILKEY,"PILKEY, DAV",CH,Not_adult,12,7,7
244,No Easy Day: The Autobiography of a Navy Seal: The Firsthand Account of the Mission That Killed Osama Bin Laden,Mark Owen,"8,093",4.6,$14.00,2012,Non Fiction,NO EASY DAY: THE AUTOBIOGRAPHY OF A NAVY SEAL: THE FIRSTHAND ACCOUNT OF THE MISSION THAT KILLED OSAMA BIN LADEN,(blank),,MARK OWEN,"OWEN, MARK",Adult,Adult,20,1,0
75,Difficult Riddles For Smart Kids: 300 Difficult Riddles And Brain Teasers Families Will Love (Books for Smart Kids),M Prefontaine,"7,955",4.6,$5.00,2019,Non Fiction,DIFFICULT RIDDLES FOR SMART KIDS: 300 DIFFICULT RIDDLES AND BRAIN TEASERS FAMILIES WILL LOVE,Books for Smart Kids,,M PREFONTAINE,"PREFONTAINE, M",CH,Not_adult,18,1,1
541,Wonder,R. J. Palacio,"21,625",4.8,$9.00,2013,Fiction,WONDER,(blank),,R. J. PALACIO,"PALACIO, J. R.",CH,Not_adult,1,5,0
542,Wonder,R. J. Palacio,"21,625",4.8,$9.00,2014,Fiction,WONDER,(blank),,R. J. PALACIO,"PALACIO, J. R.",CH,Not_adult,1,5,0
543,Wonder,R. J. Palacio,"21,625",4.8,$9.00,2015,Fiction,WONDER,(blank),,R. J. PALACIO,"PALACIO, J. R.",CH,Not_adult,1,5,0
544,Wonder,R. J. Palacio,"21,625",4.8,$9.00,2016,Fiction,WONDER,(blank),,R. J. PALACIO,"PALACIO, J. R.",CH,Not_adult,1,5,0
139,Good Days Start With Gratitude: A 52 Week Guide To Cultivate An Attitude Of Gratitude: Gratitude Journal,Pretty Simple Press,"10,141",4.6,$6.00,2019,Non Fiction,GOOD DAYS START WITH GRATITUDE: A 52 WEEK GUIDE TO CULTIVATE AN ATTITUDE OF GRATITUDE: GRATITUDE JOURNAL,(blank),,PRETTY SIMPLE PRESS,PRETTY SIMPLE PRESS,Adult,Adult,17,1,1
73,"The Last Straw: Diary of a Wimpy Kid, Book 3 (Diary of a Wimpy Kid)",Jeff Kinney,"3,837",4.8,$15.00,2009,Fiction,THE LAST STRAW: DIARY OF A WIMPY KID,Diary of a Wimpy Kid,3,JEFF KINNEY,"KINNEY, JEFF",CH,Not_adult,13,12,0
114,First 100 Words,Roger Priddy,"17,323",4.7,$4.00,2017,Non Fiction,FIRST 100 WORDS,(blank),,ROGER PRIDDY,"PRIDDY, ROGER",CH,Not_adult,3,5,5
430,The Lost Symbol,Dan Brown,"8,747",4.2,$19.00,2009,Fiction,THE LOST SYMBOL,(blank),,DAN BROWN,"BROWN, DAN",Adult,Adult,3,3,0
115,First 100 Words,Roger Priddy,"17,323",4.7,$4.00,2018,Non Fiction,FIRST 100 WORDS,(blank),,ROGER PRIDDY,"PRIDDY, ROGER",CH,Not_adult,3,5,5
304,Strange Planet (Strange Planet Series),Nathan W. Pyle,"9,382",4.9,$6.00,2019,Fiction,STRANGE PLANET,Strange Planet Series,,NATHAN W. PYLE,"PYLE, W. NATHAN",Adult,Adult,5,1,1
357,The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,Amy Ramos,"13,061",4.3,$6.00,2019,Non Fiction,THE COMPLETE KETOGENIC DIET FOR BEGINNERS: YOUR ESSENTIAL GUIDE TO LIVING THE KETO LIFESTYLE,(blank),,AMY RAMOS,"RAMOS, AMY",Adult,Adult,14,2,2
431,The Love Dare,Stephen Kendrick,"1,655",4.8,$13.00,2009,Non Fiction,THE LOVE DARE,(blank),,STEPHEN KENDRICK,"KENDRICK, STEPHEN",Adult,Adult,3,1,0
149,"Grain Brain: The Surprising Truth about Wheat, Carbs, and Sugar--Your Brain's Silent Killers",David Perlmutter MD,"5,972",4.6,$10.00,2014,Non Fiction,"GRAIN BRAIN: THE SURPRISING TRUTH ABOUT WHEAT, CARBS, AND SUGAR--YOUR BRAIN'S SILENT KILLERS",(blank),,DAVID PERLMUTTER MD,"PERLMUTTER, DAVID",Adult,Adult,13,1,0
356,The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,Amy Ramos,"13,061",4.3,$6.00,2018,Non Fiction,THE COMPLETE KETOGENIC DIET FOR BEGINNERS: YOUR ESSENTIAL GUIDE TO LIVING THE KETO LIFESTYLE,(blank),,AMY RAMOS,"RAMOS, AMY",Adult,Adult,14,2,2
46,Capital in the Twenty First Century,Thomas Piketty,"2,884",4.5,$28.00,2014,Non Fiction,CAPITAL IN THE TWENTY FIRST CENTURY,(blank),,THOMAS PIKETTY,"PIKETTY, THOMAS",Adult,Adult,6,1,0
473,The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness,Dave Ramsey,"11,550",4.7,$10.00,2019,Non Fiction,THE TOTAL MONEY MAKEOVER: CLASSIC EDITION: A PROVEN PLAN FOR FINANCIAL FITNESS,(blank),,DAVE RAMSEY,"RAMSEY, DAVE",Adult,Adult,12,1,1
416,The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,Laurel Randolph,"7,368",4.3,$7.00,2017,Non Fiction,THE INSTANT POT ELECTRIC PRESSURE COOKER COOKBOOK: EASY RECIPES FOR FAST & HEALTHY MEALS,(blank),,LAUREL RANDOLPH,"RANDOLPH, LAUREL",Adult,Adult,14,2,2
417,The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,Laurel Randolph,"7,368",4.3,$7.00,2018,Non Fiction,THE INSTANT POT ELECTRIC PRESSURE COOKER COOKBOOK: EASY RECIPES FOR FAST & HEALTHY MEALS,(blank),,LAUREL RANDOLPH,"RANDOLPH, LAUREL",Adult,Adult,14,2,2
157,"Harry Potter and the Prisoner of Azkaban: The Illustrated Edition (Harry Potter, Book 3)",J. K. Rowling,"3,146",4.9,$30.00,2017,Fiction,HARRY POTTER AND THE PRISONER OF AZKABAN: THE ILLUSTRATED EDITION,Harry Potter,,J. K. ROWLING,"ROWLING, J. K.",YA,Not_adult,12,8,8
156,"Harry Potter and the Goblet of Fire: The Illustrated Edition (Harry Potter, Book 4) (4)",J. K. Rowling,"7,758",4.9,$18.00,2019,Fiction,HARRY POTTER AND THE GOBLET OF FIRE: THE ILLUSTRATED EDITION,Harry Potter,,J. K. ROWLING,"ROWLING, J. K.",YA,Not_adult,12,8,8
379,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,"23,308",4.7,$6.00,2017,Non Fiction,THE FOUR AGREEMENTS: A PRACTICAL GUIDE TO PERSONAL FREEDOM,(blank),,DON MIGUEL RUIZ,"RUIZ, MIGUEL DON",Adult,Adult,13,6,6
91,Drive: The Surprising Truth About What Motivates Us,Daniel H. Pink,"2,525",4.5,$16.00,2010,Non Fiction,DRIVE: THE SURPRISING TRUTH ABOUT WHAT MOTIVATES US,(blank),,DANIEL H. PINK,"PINK, DANIEL R.",Adult,Adult,8,1,0
285,Radical: Taking Back Your Faith from the American Dream,David Platt,"1,985",4.7,$9.00,2010,Non Fiction,RADICAL: TAKING BACK YOUR FAITH FROM THE AMERICAN DREAM,(blank),,DAVID PLATT,"PLATT, DAVID",Adult,Adult,9,2,0
286,Radical: Taking Back Your Faith from the American Dream,David Platt,"1,985",4.7,$9.00,2011,Non Fiction,RADICAL: TAKING BACK YOUR FAITH FROM THE AMERICAN DREAM,(blank),,DAVID PLATT,"PLATT, DAVID",Adult,Adult,9,2,0
116,Food Rules: An Eater's Manual,Michael Pollan,"1,555",4.4,$9.00,2010,Non Fiction,FOOD RULES: AN EATER'S MANUAL,(blank),,MICHAEL POLLAN,"POLLAN, MICHAEL",Adult,Adult,5,1,0
380,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,"23,308",4.7,$6.00,2018,Non Fiction,THE FOUR AGREEMENTS: A PRACTICAL GUIDE TO PERSONAL FREEDOM,(blank),,DON MIGUEL RUIZ,"RUIZ, MIGUEL DON",Adult,Adult,13,6,6
111,First 100 Words,Roger Priddy,"17,323",4.7,$4.00,2014,Non Fiction,FIRST 100 WORDS,(blank),,ROGER PRIDDY,"PRIDDY, ROGER",CH,Not_adult,3,5,0
112,First 100 Words,Roger Priddy,"17,323",4.7,$4.00,2015,Non Fiction,FIRST 100 WORDS,(blank),,ROGER PRIDDY,"PRIDDY, ROGER",CH,Not_adult,3,5,0
113,First 100 Words,Roger Priddy,"17,323",4.7,$4.00,2016,Non Fiction,FIRST 100 WORDS,(blank),,ROGER PRIDDY,"PRIDDY, ROGER",CH,Not_adult,3,5,0
381,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,"23,308",4.7,$6.00,2019,Non Fiction,THE FOUR AGREEMENTS: A PRACTICAL GUIDE TO PERSONAL FREEDOM,(blank),,DON MIGUEL RUIZ,"RUIZ, MIGUEL DON",Adult,Adult,13,6,6
258,"Option B: Facing Adversity, Building Resilience, and Finding Joy",Sheryl Sandberg,"1,831",4.5,$9.00,2017,Non Fiction,"OPTION B: FACING ADVERSITY, BUILDING RESILIENCE, AND FINDING JOY",(blank),,SHERYL SANDBERG,"SANDBERG, SHERYL",Adult,Adult,9,2,2
7,A Game of Thrones / A Clash of Kings / A Storm of Swords / A Feast of Crows / A Dance with Dragons (A Song of Ice and Fire),George R. R. Martin,"19,735",4.7,$30.00,2014,Fiction,A GAME OF THRONES / A CLASH OF KINGS / A STORM OF SWORDS / A FEAST OF CROWS / A DANCE WITH DRAGONS,A Song of Ice and Fire,1-5,GEORGE R. R. MARTIN,"R., R. GEORGE",Adult,Adult,24,2,0
253,"Oh, the Places You'll Go!",Dr. Seuss,"21,834",4.9,$8.00,2019,Fiction,"OH, THE PLACES YOU'LL GO!",(blank),,DR. SEUSS,"SEUSS, DR.",CH,Not_adult,5,9,9
251,"Oh, the Places You'll Go!",Dr. Seuss,"21,834",4.9,$8.00,2017,Fiction,"OH, THE PLACES YOU'LL GO!",(blank),,DR. SEUSS,"SEUSS, DR.",CH,Not_adult,5,9,9
252,"Oh, the Places You'll Go!",Dr. Seuss,"21,834",4.9,$8.00,2018,Fiction,"OH, THE PLACES YOU'LL GO!",(blank),,DR. SEUSS,"SEUSS, DR.",CH,Not_adult,5,9,9
241,National Geographic Little Kids First Big Book of Why (National Geographic Little Kids First Big Books),Amy Shields,"7,866",4.8,$11.00,2019,Non Fiction,NATIONAL GEOGRAPHIC LITTLE KIDS FIRST BIG BOOK OF WHY,National Geographic Little Kids First Big Books,,AMY SHIELDS,"SHIELDS, AMY",CH,Not_adult,16,1,1
523,Unicorn Coloring Book: For Kids Ages 4-8 (US Edition) (Silly Bear Coloring Books),Silly Bear,"6,108",4.8,$4.00,2019,Non Fiction,UNICORN COLORING BOOK: FOR KIDS AGES 4-8,"US Edition, Silly Bear Coloring Books",,SILLY BEAR,SILLY BEAR,CH,Not_adult,13,1,1
194,JOURNEY TO THE ICE P,RH Disney,978,4.6,$5.29,2014,Fiction,JOURNEY TO THE ICE PALACE,(blank),,RH DISNEY,RH Disney,CH,Not_adult,5,2,0
218,Life,Keith Richards,"2,752",4.5,$18.00,2010,Non Fiction,LIFE,(blank),,KEITH RICHARDS,"RICHARDS, KEITH",Adult,Adult,1,1,0
147,"Goodnight, Goodnight Construction Site (Hardcover Books for Toddlers, Preschool Books for Kids)",Sherri Duskey Rinker,"7,038",4.9,$7.00,2012,Fiction,GOODNIGHT,"Hardcover Books for Toddlers, Preschool Books for Kids",,SHERRI DUSKEY RINKER,"RINKER, DUSKEY SHERRI",CH,Not_adult,1,2,0
148,"Goodnight, Goodnight Construction Site (Hardcover Books for Toddlers, Preschool Books for Kids)",Sherri Duskey Rinker,"7,038",4.9,$7.00,2013,Fiction,GOODNIGHT,"Hardcover Books for Toddlers, Preschool Books for Kids",,SHERRI DUSKEY RINKER,"RINKER, DUSKEY SHERRI",CH,Not_adult,1,2,0
265,Percy Jackson and the Olympians Paperback Boxed Set (Books 1-3),Rick Riordan,548,4.8,$2.00,2010,Fiction,PERCY JACKSON AND THE OLYMPIANS PAPERBACK BOXED SET,Percy Jackson and the Olympians,1-3,RICK RIORDAN,"RIORDAN, RICK",YA,Not_adult,9,11,0
153,"Happy, Happy, Happy: My Life and Legacy as the Duck Commander",Phil Robertson,"4,148",4.8,$11.00,2013,Non Fiction,"HAPPY, HAPPY, HAPPY: MY LIFE AND LEGACY AS THE DUCK COMMANDER",(blank),,PHIL ROBERTSON,"ROBERTSON, PHIL",Adult,Adult,11,1,0
293,Sarah's Key,Tatiana de Rosnay,"3,619",4.6,$10.00,2010,Fiction,SARAH'S KEY,(blank),,TATIANA DE ROSNAY,"ROSNAY, DE TATIANA",Adult,Adult,2,1,0
540,Women Food and God: An Unexpected Path to Almost Everything,Geneen Roth,"1,302",4.2,$11.00,2010,Non Fiction,WOMEN FOOD AND GOD: AN UNEXPECTED PATH TO ALMOST EVERYTHING,(blank),,GENEEN ROTH,"ROTH, GENEEN",Adult,Adult,10,1,0
155,"Harry Potter and the Cursed Child, Parts 1 & 2, Special Rehearsal Edition Script",J. K. Rowling,"23,973",4.0,$12.00,2016,Fiction,"HARRY POTTER AND THE CURSED CHILD, PARTS 1 & 2, SPECIAL REHEARSAL EDITION SCRIPT",Harry Potter,,J. K. ROWLING,"ROWLING, J. K.",YA,Not_adult,14,8,0
160,Harry Potter Paperback Box Set (Books 1-7),J. K. Rowling,"13,471",4.8,$52.00,2016,Fiction,HARRY POTTER PAPERBACK BOX SET,HARRY POTTER,107,J. K. ROWLING,"ROWLING, J. K.",YA,Not_adult,5,8,0
354,The Casual Vacancy,J. K. Rowling,"9,372",3.3,$12.00,2012,Fiction,THE CASUAL VACANCY,(blank),,J. K. ROWLING,"ROWLING, J. K.",YA,Not_adult,3,8,0
214,"Lean In: Women, Work, and the Will to Lead",Sheryl Sandberg,"6,132",4.5,$13.00,2013,Non Fiction,"LEAN IN: WOMEN, WORK, AND THE WILL TO LEAD",(blank),,SHERYL SANDBERG,"SANDBERG, SHERYL",Adult,Adult,9,2,0
548,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,"14,331",4.7,$8.00,2017,Non Fiction,YOU ARE A BADASS: HOW TO STOP DOUBTING YOUR GREATNESS AND START LIVING AN AWESOME LIFE,(blank),,JEN SINCERO,"SINCERO, JEN",Adult,Adult,16,4,4
220,Little Blue Truck,Alice Schertle,"1,884",4.9,$4.70,2014,Fiction,LITTLE BLUE TRUCK,(blank),,ALICE SCHERTLE,"SCHERTLE, ALICE",CH,Not_adult,3,1,0
159,Harry Potter Coloring Book,Scholastic,"3,564",4.7,$9.00,2015,Non Fiction,HARRY POTTER COLORING BOOK,Harry Potter,,SCHOLASTIC,SCHOLASTIC,CH,Not_adult,4,2,0
269,Pokémon Deluxe Essential Handbook: The Need-to-Know Stats and Facts on Over 700 Pokémon,Scholastic,"3,503",4.7,$9.00,2016,Fiction,POKÉMON DELUXE ESSENTIAL HANDBOOK: THE NEED-TO-KNOW STATS AND FACTS ON OVER 700 POKÉMON,(blank),,SCHOLASTIC,SCHOLASTIC,CH,Not_adult,13,2,0
12,A Patriot's History of the United States: From Columbus's Great Discovery to the War on Terror,Larry Schweikart,460,4.6,$2.00,2010,Non Fiction,A PATRIOT'S HISTORY OF THE UNITED STATES: FROM COLUMBUS'S GREAT DISCOVERY TO THE WAR ON TERROR,(blank),,LARRY SCHWEIKART,"SCHWEIKART, LARRY",Adult,Adult,16,1,0
460,The Shack: Where Tragedy Confronts Eternity,William P. Young,"19,720",4.6,$8.00,2009,Fiction,THE SHACK: WHERE TRAGEDY CONFRONTS ETERNITY,(blank),,WILLIAM P. YOUNG,"YOUNG, P. WILLIAM",Adult,Adult,6,2,0
246,"Oh, the Places You'll Go!",Dr. Seuss,"21,834",4.9,$8.00,2012,Fiction,"OH, THE PLACES YOU'LL GO!",(blank),,DR. SEUSS,"SEUSS, DR.",CH,Not_adult,5,9,0
247,"Oh, the Places You'll Go!",Dr. Seuss,"21,834",4.9,$8.00,2013,Fiction,"OH, THE PLACES YOU'LL GO!",(blank),,DR. SEUSS,"SEUSS, DR.",CH,Not_adult,5,9,0
248,"Oh, the Places You'll Go!",Dr. Seuss,"21,834",4.9,$8.00,2014,Fiction,"OH, THE PLACES YOU'LL GO!",(blank),,DR. SEUSS,"SEUSS, DR.",CH,Not_adult,5,9,0
249,"Oh, the Places You'll Go!",Dr. Seuss,"21,834",4.9,$8.00,2015,Fiction,"OH, THE PLACES YOU'LL GO!",(blank),,DR. SEUSS,"SEUSS, DR.",CH,Not_adult,5,9,0
250,"Oh, the Places You'll Go!",Dr. Seuss,"21,834",4.9,$8.00,2016,Fiction,"OH, THE PLACES YOU'LL GO!",(blank),,DR. SEUSS,"SEUSS, DR.",CH,Not_adult,5,9,0
549,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,"14,331",4.7,$8.00,2018,Non Fiction,YOU ARE A BADASS: HOW TO STOP DOUBTING YOUR GREATNESS AND START LIVING AN AWESOME LIFE,(blank),,JEN SINCERO,"SINCERO, JEN",Adult,Adult,16,4,4
550,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,"14,331",4.7,$8.00,2019,Non Fiction,YOU ARE A BADASS: HOW TO STOP DOUBTING YOUR GREATNESS AND START LIVING AN AWESOME LIFE,(blank),,JEN SINCERO,"SINCERO, JEN",Adult,Adult,16,4,4
491,The Wonky Donkey,Craig Smith,"30,183",4.8,$4.00,2018,Fiction,THE WONKY DONKEY,(blank),,CRAIG SMITH,"SMITH, CRAIG",CH,Not_adult,3,2,2
471,The Time Traveler's Wife,Audrey Niffenegger,"3,759",4.4,$6.00,2009,Fiction,THE TIME TRAVELER'S WIFE,(blank),,AUDREY NIFFENEGGER,"NIFFENEGGER, AUDREY",Adult,Adult,4,1,0
301,"Soul Healing Miracles: Ancient and New Sacred Wisdom, Knowledge, and Practical Techniques for Healing the Spiritual…",Zhi Gang Sha,220,4.6,$17.00,2013,Non Fiction,"SOUL HEALING MIRACLES: ANCIENT AND NEW SACRED WISDOM, KNOWLEDGE, AND PRACTICAL TECHNIQUES FOR HEALING THE SPIRITUAL…",(blank),,ZHI GANG SHA,"SHA, GANG ZHI",Adult,Adult,16,2,0
472,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,"3,503",4.4,$9.00,2009,Non Fiction,THE TIPPING POINT: HOW LITTLE THINGS CAN MAKE A BIG DIFFERENCE,(blank),,MALCOLM GLADWELL,"GLADWELL, MALCOLM",Adult,Adult,11,4,0
474,The Twilight Saga Collection,Stephenie Meyer,"3,801",4.7,$82.00,2009,Fiction,THE TWILIGHT SAGA COLLECTION,The Twilight Saga,1-4 and 3.5,STEPHENIE MEYER,"MEYER, STEPHENIE",YA,Not_adult,6,7,0
547,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,"14,331",4.7,$8.00,2016,Non Fiction,YOU ARE A BADASS: HOW TO STOP DOUBTING YOUR GREATNESS AND START LIVING AN AWESOME LIFE,(blank),,JEN SINCERO,"SINCERO, JEN",Adult,Adult,16,4,0
492,The Wonky Donkey,Craig Smith,"30,183",4.8,$4.00,2019,Fiction,THE WONKY DONKEY,(blank),,CRAIG SMITH,"SMITH, CRAIG",CH,Not_adult,3,2,2
185,Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthy…,Jennifer Smith,"7,396",4.4,$13.00,2019,Non Fiction,INSTANT POT PRESSURE COOKER COOKBOOK: 500 EVERYDAY RECIPES FOR BEGINNERS AND ADVANCED USERS. TRY EASY AND HEALTHY…,(blank),,JENNIFER SMITH,"SMITH, JENNIFER",Adult,Adult,17,2,2
186,Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthy…,Jennifer Smith,"7,396",4.4,$13.00,2018,Non Fiction,INSTANT POT PRESSURE COOKER COOKBOOK: 500 EVERYDAY RECIPES FOR BEGINNERS AND ADVANCED USERS. TRY EASY AND HEALTHY…,(blank),,JENNIFER SMITH,"SMITH, JENNIFER",Adult,Adult,17,2,2
413,The Immortal Life of Henrietta Lacks,Rebecca Skloot,"9,289",4.7,$13.00,2010,Non Fiction,THE IMMORTAL LIFE OF HENRIETTA LACKS,(blank),,REBECCA SKLOOT,"SKLOOT, REBECCA",Adult,Adult,6,3,0
414,The Immortal Life of Henrietta Lacks,Rebecca Skloot,"9,289",4.7,$9.00,2011,Non Fiction,THE IMMORTAL LIFE OF HENRIETTA LACKS,(blank),,REBECCA SKLOOT,"SKLOOT, REBECCA",Adult,Adult,6,3,0
415,The Immortal Life of Henrietta Lacks,Rebecca Skloot,"9,289",4.7,$9.00,2012,Non Fiction,THE IMMORTAL LIFE OF HENRIETTA LACKS,(blank),,REBECCA SKLOOT,"SKLOOT, REBECCA",Adult,Adult,6,3,0
499,Three Cups of Tea: One Man's Mission to Promote Peace - One School at a Time,Greg Mortenson,"3,319",4.3,$11.00,2009,Non Fiction,THREE CUPS OF TEA: ONE MAN'S MISSION TO PROMOTE PEACE - ONE SCHOOL AT A TIME,(blank),,GREG MORTENSON,"MORTENSON, GREG",Adult,Adult,16,2,0
245,Obama: An Intimate Portrait,Pete Souza,"3,192",4.9,$22.00,2017,Non Fiction,OBAMA: AN INTIMATE PORTRAIT,(blank),,PETE SOUZA,"SOUZA, PETE",Adult,Adult,4,1,1
172,Howard Stern Comes Again,Howard Stern,"5,272",4.3,$16.00,2019,Non Fiction,HOWARD STERN COMES AGAIN,(blank),,HOWARD STERN,"STERN, HOWARD",Adult,Adult,4,1,1
299,Shred: The Revolutionary Diet: 6 Weeks 4 Inches 2 Sizes,Ian K. Smith M.D.,"2,272",4.1,$6.00,2013,Non Fiction,SHRED: THE REVOLUTIONARY DIET: 6 WEEKS 4 INCHES 2 SIZES,(blank),,IAN K. SMITH,"SMITH, IAN K.",Adult,Adult,10,1,0
151,Guts,Raina Telgemeier,"5,476",4.8,$7.00,2019,Non Fiction,GUTS,(blank),,RAINA TELGEMEIER,"TELGEMEIER, RAINA",YA,Not_adult,1,1,1
187,It's Not Supposed to Be This Way: Finding Unexpected Strength When Disappointments Leave You Shattered,Lysa TerKeurst,"7,062",4.8,$12.00,2019,Non Fiction,IT'S NOT SUPPOSED TO BE THIS WAY: FINDING UNEXPECTED STRENGTH WHEN DISAPPOINTMENTS LEAVE YOU SHATTERED,(blank),,LYSA TERKEURST,"TERKEURST, LYSA",Adult,Adult,15,2,2
1,10-Day Green Smoothie Cleanse,JJ Smith,"17,350",4.7,$8.00,2016,Non Fiction,10-DAY GREEN SMOOTHIE CLEANSE,(blank),,JJ SMITH,"SMITH, JJ",Adult,Adult,4,1,0
537,Whose Boat Is This Boat?: Comments That Don't Help in the Aftermath of a Hurricane,The Staff of The Late Show with,"6,669",4.6,$12.00,2018,Non Fiction,WHOSE BOAT IS THIS BOAT?: COMMENTS THAT DON'T HELP IN THE AFTERMATH OF A HURRICANE,(blank),,THE STAFF OF THE LATE SHOW WITH,THE STAFF OF THE LATE SHOW WITH,Adult,Adult,15,1,1
38,Born to Run,Bruce Springsteen,"3,729",4.7,$18.00,2016,Non Fiction,BORN TO RUN,(blank),,BRUCE SPRINGSTEEN,"SPRINGSTEEN, BRUCE",Adult,Adult,3,1,0
173,Humans of New York,Brandon Stanton,"3,490",4.8,$15.00,2013,Non Fiction,HUMANS OF NEW YORK,(Humans of New York),,BRANDON STANTON,"STANTON, BRANDON",Adult,Adult,4,3,0
174,Humans of New York,Brandon Stanton,"3,490",4.8,$15.00,2014,Non Fiction,HUMANS OF NEW YORK,(Humans of New York),,BRANDON STANTON,"STANTON, BRANDON",Adult,Adult,4,3,0
175,Humans of New York : Stories,Brandon Stanton,"2,812",4.9,$17.00,2015,Non Fiction,HUMANS OF NEW YORK : STORIES,(Humans of New York),,BRANDON STANTON,"STANTON, BRANDON",Adult,Adult,6,3,0
341,The Art of Racing in the Rain: A Novel,Garth Stein,"11,813",4.7,$10.00,2010,Fiction,THE ART OF RACING IN THE RAIN: A NOVEL,(blank),,GARTH STEIN,"STEIN, GARTH",Adult,Adult,9,2,0
342,The Art of Racing in the Rain: A Novel,Garth Stein,"11,813",4.7,$10.00,2011,Fiction,THE ART OF RACING IN THE RAIN: A NOVEL,(blank),,GARTH STEIN,"STEIN, GARTH",Adult,Adult,9,2,0
437,The Mueller Report,The Washington Post,"2,744",4.6,$12.00,2019,Non Fiction,THE MUELLER REPORT,(blank),,THE WASHINGTON POST,THE WASHINGTON POST,Adult,Adult,3,1,1
513,True Compass: A Memoir,Edward M. Kennedy,438,4.5,$15.00,2009,Non Fiction,TRUE COMPASS: A MEMOIR,(blank),,EDWARD M. KENNEDY,"KENNEDY, M. EDWARD",Adult,Adult,4,1,0
404,The Help,Kathryn Stockett,"13,871",4.8,$6.00,2010,Fiction,THE HELP,(blank),,KATHRYN STOCKETT,"STOCKETT, KATHRYN",Adult,Adult,2,4,0
405,The Help,Kathryn Stockett,"13,871",4.8,$8.00,2011,Fiction,THE HELP,(blank),,KATHRYN STOCKETT,"STOCKETT, KATHRYN",Adult,Adult,2,4,0
406,The Help,Kathryn Stockett,"13,871",4.8,$7.00,2011,Fiction,THE HELP,(blank),,KATHRYN STOCKETT,"STOCKETT, KATHRYN",Adult,Adult,2,4,0
538,Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,"17,044",4.4,$18.00,2012,Non Fiction,WILD: FROM LOST TO FOUND ON THE PACIFIC CREST TRAIL,(blank),,CHERYL STRAYED,"STRAYED, CHERYL",Adult,Adult,10,1,0
514,"Twilight (The Twilight Saga, Book 1)",Stephenie Meyer,"11,676",4.7,$9.00,2009,Fiction,TWILIGHT,The Twilight Saga,1,STEPHENIE MEYER,"MEYER, STEPHENIE",YA,Not_adult,3,7,0
